feature,cohort,value,count,proportion
attempt_last_bank_name,final_evaluation,TALlanNA PANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"WOORICARD CO., LTD",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,GRCC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,CREDIT SUISSE,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,ICBA BANCARD,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,PLACER SIERRA BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,RAIFFEISEN BANK AVAL PJSC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"UMB BANK, N.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"BANCO INDUSTRIAL E COMERCIAL, S.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,CHARLES SCHWAB BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,VIETNAM EXPORT IMPORT COMMERCIAL JSB,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,PULSE EFT ASSOCIATION,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BORBJERG SPAREKASSE,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,FROST NATIONAL BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVIÇOS LTDA,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,TRADE AND DEVELOPMENT BANK OF MONGOLIA,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANCO DE GUAYAQUIL,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BILBAO BIZKAIA KUTXA (BBK),4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,SANTANDER,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"HUNGARIAN VOLKSBANK, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"VAZCORP SOCIEDAD FINANCIERA, S.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,RBC CENTURA BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,PT. PRIMASWADANA PERKASA FINANCE,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANK AUDI- AUDI SARADAR GROUP,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"BANCO CANARIAS DE VENEZUELA, BANCO UNIVERSAL, C.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"COMPUTER SERVICES, INC.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"CUSCAL, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,THE COMMERCIAL BANK OF KUWAIT S.A.K.,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANCO CONTINENTAL,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"TURK EKONOMI BANKASI, A.S.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"FBME CARD SERVICES, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,ARMENIAN CARD CJSC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,WEDGE BANK MIDDLE EAST S.A.L,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BB BANKCARD CORPORATION,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"GIO BUILDING SOCIETY, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BLC BANK S.A.L.,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,IMPERIAL BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"SCOTIABANK INVERLAT, S.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"MBNA EUROPE BANK, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"STANDARD CHARTERED GRINDLAYS (OFFSHORE), LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"FIRST TENNESSEE BANK, N.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,EAST WEST BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,NORTH COMMUNITY BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,NETWORK INTERNATIONAL LLC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"EXIM BANK TANZANIA, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,PAREX BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"BANCA MORA, S.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,S-PANKKI OY (S-BANK LIMITED),4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANCO BILBAO VIZCAYA,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,EUROPAY BELGIUM S.C.R.L.,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"VALORES INTERNACIONALES, S.A.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"FIRSTCARIBBEAN INTERNATIONAL BANK (BARBADOS), LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANK OF MALDIVES PLC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,POHJOLA BANK PLC,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,UNICREDIT BANK HUNGARY ZRT.,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,AIB BANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,VICTORIABANK,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,RIAS S.R.L. (BANCOMAT),4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,BANK OF WYOMING,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"SHAZAM, INC.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,HERITAGE FAMILY C.U.,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"ING BANK, F.S.B.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,INTERNATIONAL COMMERCIAL BANK OF CHINA,4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,"SCOTIABANK TRINIDAD AND TOBAGO, LTD.",4,0.0002666666666666667
attempt_last_bank_name,final_evaluation,JSC HALYK SAVINGS BANK OF KAZAKHSTAN,3,0.0002
attempt_last_bank_name,final_evaluation,GOVERNOR AND COMPANY OF THE BANK OF IRElanD,3,0.0002
attempt_last_bank_name,final_evaluation,BANK SEVERNAYA KAZNA PUBLIC STOCK COMPANY,3,0.0002
attempt_last_bank_name,final_evaluation,REGIONAL BANKS ASSOCIATION OF JAPAN,3,0.0002
attempt_last_bank_name,final_evaluation,BANCO COOPERATIVO DO BRASIL S/A,3,0.0002
attempt_last_bank_name,final_evaluation,CHASE MANHATTAN BANK (USA),3,0.0002
attempt_last_bank_name,final_evaluation,"BANKINTER, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"UNIBANCA, S.A",3,0.0002
attempt_last_bank_name,final_evaluation,KAPITAL BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"CAJA DE AHORROS DE GALICIA, VIGO, ORENSE Y PONTEVEDRA",3,0.0002
attempt_last_bank_name,final_evaluation,"NATIONAL COMMERCIAL BANK JAMAICA, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,"HSBC BANK ARGENTINA, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"KB KOOKMIN CARD CO., LTD",3,0.0002
attempt_last_bank_name,final_evaluation,BANCO DE GALICIA Y BUENOS AIRES,3,0.0002
attempt_last_bank_name,final_evaluation,ERSTE AND STEIERMARKISCHE BANK D.D.,3,0.0002
attempt_last_bank_name,final_evaluation,CIMB BANK BERHAD,3,0.0002
attempt_last_bank_name,final_evaluation,CITIZENS SOUTH BANK,3,0.0002
attempt_last_bank_name,final_evaluation,NATIONAL COMMERCIAL BANK,3,0.0002
attempt_last_bank_name,final_evaluation,SAUDI BRITISH BANK,3,0.0002
attempt_last_bank_name,final_evaluation,STOPANSKA BANKA A.D. SKOPJE,3,0.0002
attempt_last_bank_name,final_evaluation,K AND H BANK ZRT,3,0.0002
attempt_last_bank_name,final_evaluation,JSC FIRST REPUBLIC BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"TARJETAS BANAMEX, SA DE CV, SOFOM E.R.",3,0.0002
attempt_last_bank_name,final_evaluation,EUROPEAN AMERICAN BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"BANK HANDLOWY W WARSZAWIE, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO ESPIRITO SANTO, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,PRESIDENTS CHOICE BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"MBNA AMERICA (DELAWARE), N.A.",3,0.0002
attempt_last_bank_name,final_evaluation,PNC NATIONAL BANK_OF DELAWARE,3,0.0002
attempt_last_bank_name,final_evaluation,FIRST BANK OF NIGERIA PLC,3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO DEL AUSTRO, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,SOCIETE GENERALE DE BANQUES AU BENIN SGBBE,3,0.0002
attempt_last_bank_name,final_evaluation,ARAB NATIONAL BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"KASIKORNBANK PUBLIC CO., LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,COMMUNITY FEDERAL SAVINGS BANK,3,0.0002
attempt_last_bank_name,final_evaluation,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA (PKO BANK POLSKI,3,0.0002
attempt_last_bank_name,final_evaluation,JSCB - TBC BANK,3,0.0002
attempt_last_bank_name,final_evaluation,PRISMA MEDIOS DE PAGO SA,3,0.0002
attempt_last_bank_name,final_evaluation,BANK OF SCOTlanD,3,0.0002
attempt_last_bank_name,final_evaluation,JSCB ROSBANK,3,0.0002
attempt_last_bank_name,final_evaluation,STATE EMPLOYEES' C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,FOX CHASE FEDERAL SAVINGS BANK,3,0.0002
attempt_last_bank_name,final_evaluation,BANCO AZTECA S.A. INSTITUCION DE BANCA MULTIPLE,3,0.0002
attempt_last_bank_name,final_evaluation,KOTAK MAHINDRA BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"CO-OPERATIVE BANK OF KENYA, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,EXCEL BANK,3,0.0002
attempt_last_bank_name,final_evaluation,FBR NATIONAL BANK AND TRUST,3,0.0002
attempt_last_bank_name,final_evaluation,CAJA DE AHORROS DE MADRID (CAJA MADRID),3,0.0002
attempt_last_bank_name,final_evaluation,METROBANK CARD CORPORATION,3,0.0002
attempt_last_bank_name,final_evaluation,"STANDARD CHARTERED BANK (HONG KONG), LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,"PROMOTORA CMR FALABELLA, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO UNO, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,PT. BANK CENTRAL ASIA,3,0.0002
attempt_last_bank_name,final_evaluation,CAJA LABORAL POPULAR DE MONDRAGON,3,0.0002
attempt_last_bank_name,final_evaluation,OTP BANK NYRT.,3,0.0002
attempt_last_bank_name,final_evaluation,MOSCOW NARODNY BANK LIMITED (MOSNAR BANK LIMITED),3,0.0002
attempt_last_bank_name,final_evaluation,"ASYA KATILIM BANKASI, A.S.",3,0.0002
attempt_last_bank_name,final_evaluation,"PT BANK UOB BUANA, TBK.",3,0.0002
attempt_last_bank_name,final_evaluation,ZIP NETWORK,3,0.0002
attempt_last_bank_name,final_evaluation,"VOLKSBANK HUNGARY PRIVATE, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,VIVILD OG OMEGNS SPAREKASSE,3,0.0002
attempt_last_bank_name,final_evaluation,"KIWIBANK, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,CAPITAL ONE (EUROPE) PLC,3,0.0002
attempt_last_bank_name,final_evaluation,"NATIONSBANK OF DELAWARE, N.A.",3,0.0002
attempt_last_bank_name,final_evaluation,FINECOBANK S.P.A.,3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO INDUSTRIAL DE VENEZUELA, C.A.",3,0.0002
attempt_last_bank_name,final_evaluation,JSC ENERGOBANK,3,0.0002
attempt_last_bank_name,final_evaluation,"STATE BANK OF MAURITIUS, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO POPULAR DOMINICANO, C. POR A., BANCO MULTIPLE",3,0.0002
attempt_last_bank_name,final_evaluation,MBNA AMERICA BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"UNION BANK OF CALIFORNIA, N.A.",3,0.0002
attempt_last_bank_name,final_evaluation,PRUDENTIAL BANK AND TRUST COMPANY,3,0.0002
attempt_last_bank_name,final_evaluation,BANK POLSKA KASA OPIEKI S.A. (BANK PEKAO SA),3,0.0002
attempt_last_bank_name,final_evaluation,AFFINITY F.C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,UNION BANK OF INDIA,3,0.0002
attempt_last_bank_name,final_evaluation,E F.C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,RIYAD BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"LEUMICARD, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,"PEOPLES BANK, N.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"ST. GEORGE BANK, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO ITAU URUGUAY, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"RBS CITIZENS, N.A.",3,0.0002
attempt_last_bank_name,final_evaluation,CAPITAL CITY BANK,3,0.0002
attempt_last_bank_name,final_evaluation,"CREDIT AGRICOLE BANK POLSKA, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO DEL PICHINCHA, C.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO BHD, S.A., BANCO MZLTIPLE",3,0.0002
attempt_last_bank_name,final_evaluation,ARAB FINANCIAL SERVICES COMPANY,3,0.0002
attempt_last_bank_name,final_evaluation,VSB INTERNATIONAL B.V.,3,0.0002
attempt_last_bank_name,final_evaluation,VERBAND DER SPARDA BANKEN E.V.,3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO BRADESCO, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,3,0.0002
attempt_last_bank_name,final_evaluation,PREMIER AMERICA C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO FRANCES, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,FIRST UNITED NATIONAL BANK AND TRUST COMPANY,3,0.0002
attempt_last_bank_name,final_evaluation,"E. SUN COMMERCIAL BANK CO., LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,BANCA INTESA AD BEOGRAD,3,0.0002
attempt_last_bank_name,final_evaluation,UNIVERSAL INVESTMENT BANK AD SKOPJE,3,0.0002
attempt_last_bank_name,final_evaluation,"DENIZBANK, A.S.",3,0.0002
attempt_last_bank_name,final_evaluation,BNP PARIBAS S.A.E.,3,0.0002
attempt_last_bank_name,final_evaluation,"BBVA BANCO GANADERO, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"EASTERN CARIBBEAN AMALGAMATED BANK, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,HSBC,3,0.0002
attempt_last_bank_name,final_evaluation,FAA C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,COMMUNITY BANK,3,0.0002
attempt_last_bank_name,final_evaluation,HUDSON UNITED BANK,3,0.0002
attempt_last_bank_name,final_evaluation,YUBMES BANK AD BELGRADE,3,0.0002
attempt_last_bank_name,final_evaluation,"BANGKOK BANK PUBLIC CO., LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,STATE EXPORT-IMPORT BANK OF UKRAINE (UKREXIMBANK),3,0.0002
attempt_last_bank_name,final_evaluation,JSCB FORUM,3,0.0002
attempt_last_bank_name,final_evaluation,BAYERISCHE lanDESBANK,3,0.0002
attempt_last_bank_name,final_evaluation,IBERCAJA (CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA ARAG,3,0.0002
attempt_last_bank_name,final_evaluation,CORTAL CONSORS,3,0.0002
attempt_last_bank_name,final_evaluation,CAPITAL ONE BANK,3,0.0002
attempt_last_bank_name,final_evaluation,USAA SAVINGS BANK,3,0.0002
attempt_last_bank_name,final_evaluation,GE MONEY BANK AG,3,0.0002
attempt_last_bank_name,final_evaluation,"STAR PROCESSING, INC.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO EXTERIOR, C.A.",3,0.0002
attempt_last_bank_name,final_evaluation,AMEX CANADA GLOBESTAR,3,0.0002
attempt_last_bank_name,final_evaluation,BOEING EMPLOYEES C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,"COMMERCIAL BANK OF DUBAI, LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,USB BANK PLC,3,0.0002
attempt_last_bank_name,final_evaluation,BANK CARD COMPANY,3,0.0002
attempt_last_bank_name,final_evaluation,FIRST INDEPENDENCE BANK,3,0.0002
attempt_last_bank_name,final_evaluation,EDS EMPLOYEES F.C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,"UC CARD CO., LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,HUNTINGTON SCHOOLS F.C.U.,3,0.0002
attempt_last_bank_name,final_evaluation,"PIRAEUS BANK, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANCO SANTANDER (BRASIL), S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"VALES INTERCONTINENTALES, S.A.",3,0.0002
attempt_last_bank_name,final_evaluation,"BANK OF CYPRUS PUBLIC CO., LTD.",3,0.0002
attempt_last_bank_name,final_evaluation,BANKAS SNORAS,3,0.0002
attempt_last_bank_name,final_evaluation,COMDIRECT BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SWISS POST,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BANC ONE POINT-OF-SALE SERVICES CORPORATION,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,DUPONT COMMUNITY C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BANK AUDI S.A.L. - AUDI SARADAR GROUP,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BARCLAYS BANK DELAWARE,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"WELLS FARGO BANK ARIZONA, N.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,COMERICA BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"STANDARD CHARTERED BANK KENYA, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SHARJAH ISLAMIC BANK PJSC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"PSCU FINANCIAL SERVICES, INC.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"KENYA COMMERCIAL BANK, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BANCO DE LA PROVINCIA DE BUENOS AIRES,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BANCA COMERCIALA ROMANA, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,COMMERCIAL BANK OF QATAR (Q.S.C.),2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"UAB BANK, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,MAYBANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BANK OF AYUDHYA PUBLIC CO., LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"SIAM COMMERCIAL BANK PUBLIC CO., LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BNP PARIBAS FORTIS,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"SBI SUMISHIN NET BANK, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,IBERIABANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SAUDI HOLlanDI BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SUPER FLYERS,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"NYCE PAYMENTS NETWORK, LLC",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,JAL MILEAGE BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"FIRST CITIZENS BANK, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,KUWAIT FINANCE HOUSE,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"ROMANIAN COMMERCIAL BANK, S.A. - BANCA COMERCIALA ROMANA, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,DNB NOR BANK ASA,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,JSCB FOR FOREIGN TRADE OF VIETNAM,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CREDIT IMMOBILIER ET. HOTELIER,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,R RAPHAEL AND SONS PLC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,TOTALBANK CURACAO N.V.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SAFEWAY LOS ANGELES F.C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"ETIBANK, A.S.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,PT. ANZ PANIN BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRSTBANK PUERTO RICO,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ECOBANK NIGERIA PLC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,NEWBRIDGE BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"ADVANCED BANK OF ASIA, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BANCO ELCA, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,AXIS BANK LIMITED,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,PJSC COMMERCIAL INDUSTRIAL BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,MANUFACTURERS AND TRADERS TRUST COMPANY,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,HONG LEONG BANK BERHAD,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"UTI BANK, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,NATIONAL CITY BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"OVERSEA-CHINESE BANKING CORP., LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SBI CARDS AND PAYMENT SERVICES LIMITED,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,WAFABANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ENTERCARD SVERIGE AB,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRST BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SAMSUNG CARD CO.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,METCALF BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BANCO DE AHORRO Y CREDITO MICRO, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CITIBANK SPAIN,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,TRAVELLERS CHEQUE,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,PJSC UKRSOTSBANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,INTERNATIONAL SMART CARD LLC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"GREATER BUILDING SOCIETY, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CONWAY NATIONAL BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,DIGITAL F.C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,PUBLIC BANK BERHAD,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ZAO RAIFFEISENBANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ZAMINBANK OJSC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,S AND T BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,STANDARD FEDERAL BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"STANDARD CHARTERED BANK ZIMBABWE, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ALLIED IRISH BANKS PLC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,lanSING AUTOMAKERS F.C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,METRO BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CREDIT AGRICOLE S.A.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRST COMMONWEALTH BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"FUBON BANK (HONG KONG), LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BALTIYSKIY BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BANCO AGRICOLA, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,POSTE ITALIANE S.P.A. (BANCO POSTA),2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SPAREBANKEN VEST,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"CREDICARD, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRST NORTHERN C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,POLISH AND SLAVIC F.C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,HSBC BANK MALAYSIA BERHAD,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"BNP PARIBAS BANK POLSKA, S.A.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"ABN AMRO BANK, N.V.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,DIE SCHWEIZERISCHE POST,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,SPARKASSE BANK MAKEDONIJA AD SKOPJE,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,UKRAINSKY PROMYSLOVY BANK LLC,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CANADIAN TIRE BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,ADVANTA BANK CORP.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRST MUTUAL CREDIT BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,CREDINS BANK SH.A.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BANCO BILBAO VIZCAYA ARGENTARIA (PANAMA) S.A. - BBVA (PANAMA,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"PROVIDENT BANK AND TRUST OF BELIZE, LTD.",2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,OLD NATIONAL BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,FIRST CENTRAL BANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,NLB TUTUNSKA BANKA AD SKOPJE,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,JSB KAZKOMMERTSBANK,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,BULLS EYE C.U.,2,0.00013333333333333334
attempt_last_bank_name,final_evaluation,"HSBC BANK USA, N.A. ASSOCIATION",2,0.00013333333333333334
